# r  u  V_H  V_x  V_c  V_eff
6.258000000001e+00 4.427769110129e-03 3.195907314444e-01 -4.237373791403e-03 -2.983538322596e-03 3.123698193304e-01
6.259000000001e+00 4.423064759611e-03 3.195396708936e-01 -4.233920856048e-03 -2.981428795483e-03 3.123243212420e-01
6.260000000001e+00 4.418365388402e-03 3.194886266550e-01 -4.230470794337e-03 -2.979320679788e-03 3.122788351809e-01
6.261000000001e+00 4.413670991259e-03 3.194375987209e-01 -4.227023603811e-03 -2.977213974660e-03 3.122333611424e-01
6.262000000001e+00 4.408981562948e-03 3.193865870834e-01 -4.223579282018e-03 -2.975108679246e-03 3.121878991222e-01
6.263000000001e+00 4.404297098237e-03 3.193355917349e-01 -4.220137826505e-03 -2.973004792694e-03 3.121424491157e-01
6.264000000001e+00 4.399617591903e-03 3.192846126673e-01 -4.216699234822e-03 -2.970902314154e-03 3.120970111183e-01
6.265000000001e+00 4.394943038725e-03 3.192336498730e-01 -4.213263504520e-03 -2.968801242775e-03 3.120515851257e-01
6.266000000001e+00 4.390273433489e-03 3.191827033442e-01 -4.209830633155e-03 -2.966701577708e-03 3.120061711333e-01
6.267000000001e+00 4.385608770988e-03 3.191317730731e-01 -4.206400618281e-03 -2.964603318101e-03 3.119607691367e-01
6.268000000001e+00 4.380949046017e-03 3.190808590518e-01 -4.202973457459e-03 -2.962506463106e-03 3.119153791313e-01
6.269000000001e+00 4.376294253379e-03 3.190299612727e-01 -4.199549148248e-03 -2.960411011874e-03 3.118700011126e-01
6.270000000001e+00 4.371644387881e-03 3.189790797280e-01 -4.196127688211e-03 -2.958316963556e-03 3.118246350762e-01
6.271000000001e+00 4.366999444338e-03 3.189282144098e-01 -4.192709074914e-03 -2.956224317304e-03 3.117792810176e-01
6.272000000001e+00 4.362359417566e-03 3.188773653105e-01 -4.189293305923e-03 -2.954133072270e-03 3.117339389323e-01
6.273000000001e+00 4.357724302391e-03 3.188265324223e-01 -4.185880378807e-03 -2.952043227607e-03 3.116886088159e-01
6.274000000001e+00 4.353094093641e-03 3.187757157374e-01 -4.182470291139e-03 -2.949954782468e-03 3.116432906638e-01
6.275000000001e+00 4.348468786151e-03 3.187249152481e-01 -4.179063040491e-03 -2.947867736005e-03 3.115979844716e-01
6.276000000001e+00 4.343848374761e-03 3.186741309467e-01 -4.175658624439e-03 -2.945782087374e-03 3.115526902349e-01
6.277000000001e+00 4.339232854316e-03 3.186233628253e-01 -4.172257040561e-03 -2.943697835729e-03 3.115074079490e-01
6.278000000001e+00 4.334622219668e-03 3.185726108764e-01 -4.168858286437e-03 -2.941614980223e-03 3.114621376097e-01
6.279000000001e+00 4.330016465672e-03 3.185218750921e-01 -4.165462359649e-03 -2.939533520013e-03 3.114168792125e-01
6.280000000001e+00 4.325415587190e-03 3.184711554648e-01 -4.162069257781e-03 -2.937453454252e-03 3.113716327527e-01
6.281000000001e+00 4.320819579089e-03 3.184204519867e-01 -4.158678978420e-03 -2.935374782099e-03 3.113263982261e-01
6.282000000001e+00 4.316228436240e-03 3.183697646501e-01 -4.155291519153e-03 -2.933297502707e-03 3.112811756282e-01
6.283000000001e+00 4.311642153522e-03 3.183190934473e-01 -4.151906877572e-03 -2.931221615236e-03 3.112359649545e-01
6.284000000001e+00 4.307060725817e-03 3.182684383706e-01 -4.148525051269e-03 -2.929147118840e-03 3.111907662005e-01
6.285000000001e+00 4.302484148014e-03 3.182177994124e-01 -4.145146037839e-03 -2.927074012678e-03 3.111455793618e-01
6.286000000001e+00 4.297912415006e-03 3.181671765648e-01 -4.141769834879e-03 -2.925002295908e-03 3.111004044340e-01
6.287000000001e+00 4.293345521691e-03 3.181165698203e-01 -4.138396439988e-03 -2.922931967688e-03 3.110552414127e-01
6.288000000001e+00 4.288783462975e-03 3.180659791712e-01 -4.135025850767e-03 -2.920863027177e-03 3.110100902933e-01
6.289000000001e+00 4.284226233766e-03 3.180154046098e-01 -4.131658064819e-03 -2.918795473533e-03 3.109649510714e-01
6.290000000001e+00 4.279673828980e-03 3.179648461284e-01 -4.128293079750e-03 -2.916729305917e-03 3.109198237427e-01
6.291000000001e+00 4.275126243536e-03 3.179143037193e-01 -4.124930893167e-03 -2.914664523488e-03 3.108747083026e-01
6.292000000001e+00 4.270583472359e-03 3.178637773749e-01 -4.121571502680e-03 -2.912601125407e-03 3.108296047468e-01
6.293000000001e+00 4.266045510381e-03 3.178132670875e-01 -4.118214905901e-03 -2.910539110833e-03 3.107845130708e-01
6.294000000001e+00 4.261512352538e-03 3.177627728495e-01 -4.114861100442e-03 -2.908478478929e-03 3.107394332702e-01
6.295000000001e+00 4.256983993770e-03 3.177122946533e-01 -4.111510083921e-03 -2.906419228856e-03 3.106943653405e-01
6.296000000001e+00 4.252460429023e-03 3.176618324911e-01 -4.108161853955e-03 -2.904361359775e-03 3.106493092774e-01
6.297000000001e+00 4.247941653251e-03 3.176113863554e-01 -4.104816408165e-03 -2.902304870850e-03 3.106042650764e-01
6.298000000001e+00 4.243427661410e-03 3.175609562385e-01 -4.101473744172e-03 -2.900249761242e-03 3.105592327331e-01
6.299000000001e+00 4.238918448461e-03 3.175105421328e-01 -4.098133859600e-03 -2.898196030115e-03 3.105142122431e-01
6.300000000001e+00 4.234414009373e-03 3.174601440307e-01 -4.094796752077e-03 -2.896143676633e-03 3.104692036020e-01
6.301000000001e+00 4.229914339118e-03 3.174097619245e-01 -4.091462419231e-03 -2.894092699959e-03 3.104242068054e-01
6.302000000001e+00 4.225419432675e-03 3.173593958067e-01 -4.088130858691e-03 -2.892043099258e-03 3.103792218488e-01
6.303000000001e+00 4.220929285026e-03 3.173090456696e-01 -4.084802068091e-03 -2.889994873694e-03 3.103342487279e-01
6.304000000001e+00 4.216443891160e-03 3.172587115057e-01 -4.081476045066e-03 -2.887948022433e-03 3.102892874382e-01
6.305000000001e+00 4.211963246071e-03 3.172083933073e-01 -4.078152787252e-03 -2.885902544640e-03 3.102443379754e-01
6.306000000001e+00 4.207487344757e-03 3.171580910668e-01 -4.074832292288e-03 -2.883858439481e-03 3.101994003350e-01
6.307000000001e+00 4.203016182223e-03 3.171078047766e-01 -4.071514557816e-03 -2.881815706123e-03 3.101544745127e-01
6.308000000001e+00 4.198549753477e-03 3.170575344293e-01 -4.068199581477e-03 -2.879774343731e-03 3.101095605041e-01
6.309000000001e+00 4.194088053536e-03 3.170072800171e-01 -4.064887360918e-03 -2.877734351474e-03 3.100646583047e-01
6.310000000001e+00 4.189631077417e-03 3.169570415325e-01 -4.061577893785e-03 -2.875695728519e-03 3.100197679102e-01
6.311000000001e+00 4.185178820147e-03 3.169068189680e-01 -4.058271177728e-03 -2.873658474034e-03 3.099748893163e-01
6.312000000001e+00 4.180731276754e-03 3.168566123160e-01 -4.054967210398e-03 -2.871622587187e-03 3.099300225184e-01
6.313000000001e+00 4.176288442276e-03 3.168064215689e-01 -4.051665989448e-03 -2.869588067147e-03 3.098851675123e-01
6.314000000001e+00 4.171850311751e-03 3.167562467191e-01 -4.048367512534e-03 -2.867554913083e-03 3.098403242935e-01
6.315000000001e+00 4.167416880225e-03 3.167060877592e-01 -4.045071777313e-03 -2.865523124165e-03 3.097954928577e-01
6.316000000001e+00 4.162988142750e-03 3.166559446815e-01 -4.041778781445e-03 -2.863492699562e-03 3.097506732005e-01
6.317000000001e+00 4.158564094381e-03 3.166058174786e-01 -4.038488522592e-03 -2.861463638446e-03 3.097058653176e-01
6.318000000001e+00 4.154144730179e-03 3.165557061429e-01 -4.035200998416e-03 -2.859435939986e-03 3.096610692045e-01
6.319000000001e+00 4.149730045211e-03 3.165056106668e-01 -4.031916206585e-03 -2.857409603355e-03 3.096162848569e-01
6.320000000001e+00 4.145320034547e-03 3.164555310429e-01 -4.028634144765e-03 -2.855384627723e-03 3.095715122704e-01
6.321000000001e+00 4.140914693265e-03 3.164054672635e-01 -4.025354810627e-03 -2.853361012262e-03 3.095267514406e-01
6.322000000001e+00 4.136514016446e-03 3.163554193213e-01 -4.022078201843e-03 -2.851338756146e-03 3.094820023633e-01
6.323000000001e+00 4.132117999177e-03 3.163053872087e-01 -4.018804316086e-03 -2.849317858546e-03 3.094372650340e-01
6.324000000001e+00 4.127726636549e-03 3.162553709181e-01 -4.015533151032e-03 -2.847298318636e-03 3.093925394484e-01
6.325000000001e+00 4.123339923661e-03 3.162053704421e-01 -4.012264704359e-03 -2.845280135589e-03 3.093478256022e-01
6.326000000001e+00 4.118957855613e-03 3.161553857732e-01 -4.008998973748e-03 -2.843263308580e-03 3.093031234909e-01
6.327000000001e+00 4.114580427513e-03 3.161054169039e-01 -4.005735956881e-03 -2.841247836783e-03 3.092584331102e-01
6.328000000001e+00 4.110207634473e-03 3.160554638267e-01 -4.002475651441e-03 -2.839233719372e-03 3.092137544558e-01
6.329000000001e+00 4.105839471611e-03 3.160055265340e-01 -3.999218055115e-03 -2.837220955524e-03 3.091690875234e-01
6.330000000001e+00 4.101475934050e-03 3.159556050186e-01 -3.995963165591e-03 -2.835209544412e-03 3.091244323086e-01
6.331000000001e+00 4.097117016917e-03 3.159056992727e-01 -3.992710980560e-03 -2.833199485214e-03 3.090797888070e-01
6.332000000001e+00 4.092762715344e-03 3.158558092891e-01 -3.989461497713e-03 -2.831190777106e-03 3.090351570143e-01
6.333000000001e+00 4.088413024469e-03 3.158059350602e-01 -3.986214714745e-03 -2.829183419264e-03 3.089905369262e-01
6.334000000001e+00 4.084067939436e-03 3.157560765786e-01 -3.982970629353e-03 -2.827177410866e-03 3.089459285384e-01
6.335000000001e+00 4.079727455392e-03 3.157062338367e-01 -3.979729239234e-03 -2.825172751089e-03 3.089013318464e-01
6.336000000001e+00 4.075391567490e-03 3.156564068273e-01 -3.976490542089e-03 -2.823169439112e-03 3.088567468461e-01
6.337000000001e+00 4.071060270888e-03 3.156065955427e-01 -3.973254535620e-03 -2.821167474112e-03 3.088121735330e-01
6.338000000001e+00 4.066733560749e-03 3.155567999756e-01 -3.970021217532e-03 -2.819166855269e-03 3.087676119028e-01
6.339000000001e+00 4.062411432241e-03 3.155070201186e-01 -3.966790585532e-03 -2.817167581762e-03 3.087230619513e-01
6.340000000001e+00 4.058093880537e-03 3.154572559641e-01 -3.963562637327e-03 -2.815169652769e-03 3.086785236741e-01
6.341000000001e+00 4.053780900816e-03 3.154075075049e-01 -3.960337370628e-03 -2.813173067472e-03 3.086339970668e-01
6.342000000001e+00 4.049472488261e-03 3.153577747334e-01 -3.957114783149e-03 -2.811177825051e-03 3.085894821252e-01
6.343000000001e+00 4.045168638059e-03 3.153080576422e-01 -3.953894872602e-03 -2.809183924686e-03 3.085449788449e-01
6.344000000001e+00 4.040869345405e-03 3.152583562239e-01 -3.950677636705e-03 -2.807191365558e-03 3.085004872217e-01
6.345000000001e+00 4.036574605496e-03 3.152086704712e-01 -3.947463073176e-03 -2.805200146850e-03 3.084560072512e-01
6.346000000001e+00 4.032284413535e-03 3.151590003766e-01 -3.944251179736e-03 -2.803210267743e-03 3.084115389291e-01
6.347000000001e+00 4.027998764732e-03 3.151093459326e-01 -3.941041954107e-03 -2.801221727420e-03 3.083670822511e-01
6.348000000001e+00 4.023717654298e-03 3.150597071320e-01 -3.937835394014e-03 -2.799234525063e-03 3.083226372130e-01
6.349000000001e+00 4.019441077453e-03 3.150100839674e-01 -3.934631497183e-03 -2.797248659855e-03 3.082782038103e-01
6.350000000001e+00 4.015169029420e-03 3.149604764312e-01 -3.931430261342e-03 -2.795264130981e-03 3.082337820389e-01
6.351000000001e+00 4.010901505426e-03 3.149108845163e-01 -3.928231684223e-03 -2.793280937623e-03 3.081893718944e-01
6.352000000001e+00 4.006638500706e-03 3.148613082151e-01 -3.925035763558e-03 -2.791299078967e-03 3.081449733725e-01
6.353000000001e+00 4.002380010497e-03 3.148117475203e-01 -3.921842497081e-03 -2.789318554198e-03 3.081005864690e-01
6.354000000001e+00 3.998126030042e-03 3.147622024246e-01 -3.918651882529e-03 -2.787339362499e-03 3.080562111795e-01
6.355000000001e+00 3.993876554589e-03 3.147126729205e-01 -3.915463917640e-03 -2.785361503058e-03 3.080118474998e-01
6.356000000001e+00 3.989631579392e-03 3.146631590008e-01 -3.912278600154e-03 -2.783384975060e-03 3.079674954256e-01
6.357000000001e+00 3.985391099708e-03 3.146136606581e-01 -3.909095927815e-03 -2.781409777691e-03 3.079231549526e-01
6.358000000001e+00 3.981155110801e-03 3.145641778850e-01 -3.905915898366e-03 -2.779435910138e-03 3.078788260765e-01
6.359000000001e+00 3.976923607938e-03 3.145147106741e-01 -3.902738509554e-03 -2.777463371588e-03 3.078345087930e-01
6.360000000001e+00 3.972696586393e-03 3.144652590183e-01 -3.899563759128e-03 -2.775492161230e-03 3.077902030979e-01
6.361000000001e+00 3.968474041442e-03 3.144158229100e-01 -3.896391644837e-03 -2.773522278250e-03 3.077459089869e-01
6.362000000001e+00 3.964255968369e-03 3.143664023420e-01 -3.893222164434e-03 -2.771553721837e-03 3.077016264557e-01
6.363000000001e+00 3.960042362461e-03 3.143169973070e-01 -3.890055315674e-03 -2.769586491181e-03 3.076573555001e-01
6.364000000001e+00 3.955833219010e-03 3.142676077976e-01 -3.886891096312e-03 -2.767620585469e-03 3.076130961158e-01
6.365000000001e+00 3.951628533315e-03 3.142182338065e-01 -3.883729504107e-03 -2.765656003892e-03 3.075688482985e-01
6.366000000001e+00 3.947428300677e-03 3.141688753264e-01 -3.880570536819e-03 -2.763692745640e-03 3.075246120440e-01
6.367000000001e+00 3.943232516404e-03 3.141195323500e-01 -3.877414192210e-03 -2.761730809902e-03 3.074803873479e-01
6.368000000001e+00 3.939041175808e-03 3.140702048701e-01 -3.874260468045e-03 -2.759770195871e-03 3.074361742061e-01
6.369000000001e+00 3.934854274205e-03 3.140208928792e-01 -3.871109362089e-03 -2.757810902736e-03 3.073919726144e-01
6.370000000001e+00 3.930671806918e-03 3.139715963701e-01 -3.867960872111e-03 -2.755852929690e-03 3.073477825683e-01
6.371000000001e+00 3.926493769274e-03 3.139223153356e-01 -3.864814995881e-03 -2.753896275924e-03 3.073036040638e-01
6.372000000001e+00 3.922320156604e-03 3.138730497683e-01 -3.861671731170e-03 -2.751940940630e-03 3.072594370965e-01
6.373000000001e+00 3.918150964245e-03 3.138237996609e-01 -3.858531075753e-03 -2.749986923003e-03 3.072152816622e-01
6.374000000001e+00 3.913986187538e-03 3.137745650063e-01 -3.855393027406e-03 -2.748034222233e-03 3.071711377566e-01
6.375000000001e+00 3.909825821829e-03 3.137253457970e-01 -3.852257583906e-03 -2.746082837516e-03 3.071270053756e-01
6.376000000001e+00 3.905669862470e-03 3.136761420259e-01 -3.849124743033e-03 -2.744132768045e-03 3.070828845148e-01
6.377000000001e+00 3.901518304817e-03 3.136269536857e-01 -3.845994502569e-03 -2.742184013014e-03 3.070387751701e-01
6.378000000001e+00 3.897371144229e-03 3.135777807691e-01 -3.842866860297e-03 -2.740236571619e-03 3.069946773371e-01
6.379000000001e+00 3.893228376074e-03 3.135286232688e-01 -3.839741814004e-03 -2.738290443053e-03 3.069505910118e-01
6.380000000001e+00 3.889089995721e-03 3.134794811778e-01 -3.836619361477e-03 -2.736345626513e-03 3.069065161898e-01
6.381000000001e+00 3.884955998546e-03 3.134303544886e-01 -3.833499500505e-03 -2.734402121195e-03 3.068624528669e-01
6.382000000001e+00 3.880826379929e-03 3.133812431940e-01 -3.830382228881e-03 -2.732459926295e-03 3.068184010388e-01
6.383000000001e+00 3.876701135255e-03 3.133321472869e-01 -3.827267544396e-03 -2.730519041009e-03 3.067743607015e-01
6.384000000001e+00 3.872580259913e-03 3.132830667599e-01 -3.824155444847e-03 -2.728579464535e-03 3.067303318505e-01
6.385000000001e+00 3.868463749299e-03 3.132340016059e-01 -3.821045928031e-03 -2.726641196071e-03 3.066863144818e-01
6.386000000001e+00 3.864351598811e-03 3.131849518177e-01 -3.817938991748e-03 -2.724704234813e-03 3.066423085911e-01
6.387000000001e+00 3.860243803854e-03 3.131359173879e-01 -3.814834633797e-03 -2.722768579961e-03 3.065983141742e-01
6.388000000001e+00 3.856140359837e-03 3.130868983095e-01 -3.811732851983e-03 -2.720834230713e-03 3.065543312268e-01
6.389000000001e+00 3.852041262174e-03 3.130378945752e-01 -3.808633644111e-03 -2.718901186268e-03 3.065103597448e-01
6.390000000001e+00 3.847946506283e-03 3.129889061778e-01 -3.805537007986e-03 -2.716969445826e-03 3.064663997240e-01
6.391000000001e+00 3.843856087588e-03 3.129399331101e-01 -3.802442941419e-03 -2.715039008586e-03 3.064224511601e-01
6.392000000001e+00 3.839770001516e-03 3.128909753650e-01 -3.799351442220e-03 -2.713109873749e-03 3.063785140490e-01
6.393000000001e+00 3.835688243501e-03 3.128420329351e-01 -3.796262508201e-03 -2.711182040516e-03 3.063345883864e-01
6.394000000001e+00 3.831610808981e-03 3.127931058134e-01 -3.793176137178e-03 -2.709255508087e-03 3.062906741681e-01
6.395000000001e+00 3.827537693397e-03 3.127441939927e-01 -3.790092326966e-03 -2.707330275664e-03 3.062467713900e-01
6.396000000001e+00 3.823468892197e-03 3.126952974657e-01 -3.787011075385e-03 -2.705406342448e-03 3.062028800479e-01
6.397000000001e+00 3.819404400833e-03 3.126464162253e-01 -3.783932380254e-03 -2.703483707643e-03 3.061590001374e-01
6.398000000001e+00 3.815344214761e-03 3.125975502645e-01 -3.780856239397e-03 -2.701562370451e-03 3.061151316546e-01
6.399000000001e+00 3.811288329444e-03 3.125486995758e-01 -3.777782650636e-03 -2.699642330074e-03 3.060712745951e-01
6.400000000001e+00 3.807236740347e-03 3.124998641524e-01 -3.774711611798e-03 -2.697723585716e-03 3.060274289549e-01
6.401000000001e+00 3.803189442940e-03 3.124510439869e-01 -3.771643120712e-03 -2.695806136581e-03 3.059835947296e-01
6.402000000001e+00 3.799146432701e-03 3.124022390722e-01 -3.768577175206e-03 -2.693889981874e-03 3.059397719151e-01
6.403000000001e+00 3.795107705109e-03 3.123534494012e-01 -3.765513773114e-03 -2.691975120798e-03 3.058959605073e-01
6.404000000001e+00 3.791073255648e-03 3.123046749668e-01 -3.762452912268e-03 -2.690061552559e-03 3.058521605020e-01
6.405000000001e+00 3.787043079810e-03 3.122559157618e-01 -3.759394590504e-03 -2.688149276362e-03 3.058083718949e-01
6.406000000001e+00 3.783017173088e-03 3.122071717790e-01 -3.756338805660e-03 -2.686238291413e-03 3.057645946819e-01
6.407000000001e+00 3.778995530982e-03 3.121584430114e-01 -3.753285555574e-03 -2.684328596919e-03 3.057208288589e-01
6.408000000001e+00 3.774978148995e-03 3.121097294519e-01 -3.750234838090e-03 -2.682420192085e-03 3.056770744217e-01
6.409000000001e+00 3.770965022637e-03 3.120610310932e-01 -3.747186651048e-03 -2.680513076119e-03 3.056333313661e-01
6.410000000001e+00 3.766956147420e-03 3.120123479284e-01 -3.744140992296e-03 -2.678607248227e-03 3.055895996879e-01
6.411000000001e+00 3.762951518862e-03 3.119636799502e-01 -3.741097859679e-03 -2.676702707619e-03 3.055458793829e-01
6.412000000001e+00 3.758951132486e-03 3.119150271517e-01 -3.738057251046e-03 -2.674799453502e-03 3.055021704471e-01
6.413000000001e+00 3.754954983820e-03 3.118663895256e-01 -3.735019164248e-03 -2.672897485084e-03 3.054584728763e-01
6.414000000001e+00 3.750963068394e-03 3.118177670650e-01 -3.731983597139e-03 -2.670996801575e-03 3.054147866663e-01
6.415000000001e+00 3.746975381747e-03 3.117691597626e-01 -3.728950547572e-03 -2.669097402184e-03 3.053711118129e-01
6.416000000001e+00 3.742991919419e-03 3.117205676115e-01 -3.725920013403e-03 -2.667199286120e-03 3.053274483120e-01
6.417000000001e+00 3.739012676957e-03 3.116719906045e-01 -3.722891992491e-03 -2.665302452594e-03 3.052837961594e-01
6.418000000001e+00 3.735037649910e-03 3.116234287345e-01 -3.719866482697e-03 -2.663406900816e-03 3.052401553510e-01
6.419000000001e+00 3.731066833834e-03 3.115748819946e-01 -3.716843481881e-03 -2.661512629997e-03 3.051965258827e-01
6.420000000001e+00 3.727100224290e-03 3.115263503776e-01 -3.713822987909e-03 -2.659619639349e-03 3.051529077503e-01
6.421000000001e+00 3.723137816841e-03 3.114778338764e-01 -3.710804998645e-03 -2.657727928082e-03 3.051093009497e-01
6.422000000001e+00 3.719179607056e-03 3.114293324840e-01 -3.707789511958e-03 -2.655837495410e-03 3.050657054766e-01
6.423000000001e+00 3.715225590511e-03 3.113808461934e-01 -3.704776525717e-03 -2.653948340545e-03 3.050221213271e-01
6.424000000001e+00 3.711275762782e-03 3.113323749974e-01 -3.701766037793e-03 -2.652060462699e-03 3.049785484969e-01
6.425000000001e+00 3.707330119453e-03 3.112839188891e-01 -3.698758046059e-03 -2.650173861086e-03 3.049349869820e-01
6.426000000001e+00 3.703388656112e-03 3.112354778614e-01 -3.695752548391e-03 -2.648288534920e-03 3.048914367781e-01
6.427000000001e+00 3.699451368351e-03 3.111870519073e-01 -3.692749542666e-03 -2.646404483414e-03 3.048478978812e-01
6.428000000001e+00 3.695518251767e-03 3.111386410197e-01 -3.689749026762e-03 -2.644521705783e-03 3.048043702871e-01
6.429000000001e+00 3.691589301960e-03 3.110902451915e-01 -3.686750998560e-03 -2.642640201242e-03 3.047608539917e-01
6.430000000001e+00 3.687664514539e-03 3.110418644159e-01 -3.683755455943e-03 -2.640759969006e-03 3.047173489910e-01
6.431000000001e+00 3.683743885112e-03 3.109934986857e-01 -3.680762396795e-03 -2.638881008290e-03 3.046738552806e-01
6.432000000001e+00 3.679827409295e-03 3.109451479940e-01 -3.677771819002e-03 -2.637003318312e-03 3.046303728567e-01
6.433000000001e+00 3.675915082709e-03 3.108968123337e-01 -3.674783720453e-03 -2.635126898286e-03 3.045869017149e-01
6.434000000001e+00 3.672006900976e-03 3.108484916978e-01 -3.671798099036e-03 -2.633251747430e-03 3.045434418513e-01
6.435000000001e+00 3.668102859727e-03 3.108001860793e-01 -3.668814952645e-03 -2.631377864961e-03 3.044999932617e-01
6.436000000001e+00 3.664202954595e-03 3.107518954712e-01 -3.665834279173e-03 -2.629505250097e-03 3.044565559419e-01
6.437000000001e+00 3.660307181218e-03 3.107036198666e-01 -3.662856076515e-03 -2.627633902056e-03 3.044131298880e-01
6.438000000001e+00 3.656415535238e-03 3.106553592584e-01 -3.659880342568e-03 -2.625763820055e-03 3.043697150958e-01
6.439000000001e+00 3.652528012303e-03 3.106071136396e-01 -3.656907075233e-03 -2.623895003314e-03 3.043263115611e-01
6.440000000001e+00 3.648644608065e-03 3.105588830033e-01 -3.653936272408e-03 -2.622027451052e-03 3.042829192799e-01
6.441000000001e+00 3.644765318179e-03 3.105106673425e-01 -3.650967931999e-03 -2.620161162489e-03 3.042395382481e-01
6.442000000001e+00 3.640890138307e-03 3.104624666503e-01 -3.648002051909e-03 -2.618296136843e-03 3.041961684615e-01
6.443000000001e+00 3.637019064114e-03 3.104142809195e-01 -3.645038630044e-03 -2.616432373337e-03 3.041528099162e-01
6.444000000001e+00 3.633152091270e-03 3.103661101434e-01 -3.642077664314e-03 -2.614569871190e-03 3.041094626079e-01
6.445000000001e+00 3.629289215448e-03 3.103179543149e-01 -3.639119152628e-03 -2.612708629623e-03 3.040661265326e-01
6.446000000001e+00 3.625430432329e-03 3.102698134271e-01 -3.636163092899e-03 -2.610848647858e-03 3.040228016863e-01
6.447000000001e+00 3.621575737596e-03 3.102216874729e-01 -3.633209483039e-03 -2.608989925117e-03 3.039794880648e-01
6.448000000001e+00 3.617725126935e-03 3.101735764456e-01 -3.630258320966e-03 -2.607132460622e-03 3.039361856640e-01
6.449000000001e+00 3.613878596041e-03 3.101254803381e-01 -3.627309604596e-03 -2.605276253595e-03 3.038928944799e-01
6.450000000001e+00 3.610036140610e-03 3.100773991435e-01 -3.624363331848e-03 -2.603421303261e-03 3.038496145084e-01
6.451000000001e+00 3.606197756342e-03 3.100293328548e-01 -3.621419500645e-03 -2.601567608841e-03 3.038063457453e-01
6.452000000001e+00 3.602363438945e-03 3.099812814652e-01 -3.618478108908e-03 -2.599715169561e-03 3.037630881867e-01
6.453000000001e+00 3.598533184129e-03 3.099332449676e-01 -3.615539154563e-03 -2.597863984644e-03 3.037198418284e-01
6.454000000001e+00 3.594706987608e-03 3.098852233553e-01 -3.612602635536e-03 -2.596014053315e-03 3.036766066665e-01
6.455000000001e+00 3.590884845102e-03 3.098372166212e-01 -3.609668549755e-03 -2.594165374798e-03 3.036333826967e-01
6.456000000001e+00 3.587066752335e-03 3.097892247585e-01 -3.606736895152e-03 -2.592317948320e-03 3.035901699151e-01
6.457000000001e+00 3.583252705035e-03 3.097412477603e-01 -3.603807669657e-03 -2.590471773106e-03 3.035469683175e-01
6.458000000001e+00 3.579442698934e-03 3.096932856195e-01 -3.600880871205e-03 -2.588626848382e-03 3.035037778999e-01
6.459000000001e+00 3.575636729771e-03 3.096453383295e-01 -3.597956497731e-03 -2.586783173375e-03 3.034605986583e-01
6.460000000001e+00 3.571834793286e-03 3.095974058831e-01 -3.595034547173e-03 -2.584940747312e-03 3.034174305886e-01
6.461000000001e+00 3.568036885227e-03 3.095494882737e-01 -3.592115017470e-03 -2.583099569419e-03 3.033742736868e-01
6.462000000001e+00 3.564243001342e-03 3.095015854942e-01 -3.589197906563e-03 -2.581259638926e-03 3.033311279487e-01
6.463000000001e+00 3.560453137389e-03 3.094536975377e-01 -3.586283212395e-03 -2.579420955059e-03 3.032879933703e-01
6.464000000001e+00 3.556667289125e-03 3.094058243976e-01 -3.583370932911e-03 -2.577583517047e-03 3.032448699476e-01
6.465000000001e+00 3.552885452315e-03 3.093579660667e-01 -3.580461066057e-03 -2.575747324120e-03 3.032017576765e-01
6.466000000001e+00 3.549107622727e-03 3.093101225383e-01 -3.577553609782e-03 -2.573912375507e-03 3.031586565530e-01
6.467000000001e+00 3.545333796134e-03 3.092622938055e-01 -3.574648562035e-03 -2.572078670436e-03 3.031155665730e-01
6.468000000001e+00 3.541563968313e-03 3.092144798615e-01 -3.571745920768e-03 -2.570246208139e-03 3.030724877326e-01
6.469000000001e+00 3.537798135046e-03 3.091666806993e-01 -3.568845683935e-03 -2.568414987845e-03 3.030294200275e-01
6.470000000001e+00 3.534036292118e-03 3.091188963122e-01 -3.565947849492e-03 -2.566585008786e-03 3.029863634539e-01
6.471000000001e+00 3.530278435320e-03 3.090711266932e-01 -3.563052415395e-03 -2.564756270193e-03 3.029433180076e-01
6.472000000001e+00 3.526524560447e-03 3.090233718356e-01 -3.560159379604e-03 -2.562928771297e-03 3.029002836847e-01
6.473000000001e+00 3.522774663298e-03 3.089756317325e-01 -3.557268740080e-03 -2.561102511331e-03 3.028572604811e-01
6.474000000001e+00 3.519028739677e-03 3.089279063770e-01 -3.554380494784e-03 -2.559277489526e-03 3.028142483927e-01
6.475000000001e+00 3.515286785390e-03 3.088801957624e-01 -3.551494641682e-03 -2.557453705116e-03 3.027712474156e-01
6.476000000001e+00 3.511548796252e-03 3.088324998818e-01 -3.548611178740e-03 -2.555631157333e-03 3.027282575457e-01
6.477000000001e+00 3.507814768078e-03 3.087848187284e-01 -3.545730103925e-03 -2.553809845411e-03 3.026852787790e-01
6.478000000001e+00 3.504084696690e-03 3.087371522953e-01 -3.542851415207e-03 -2.551989768585e-03 3.026423111115e-01
6.479000000001e+00 3.500358577912e-03 3.086895005758e-01 -3.539975110558e-03 -2.550170926088e-03 3.025993545391e-01
6.480000000001e+00 3.496636407576e-03 3.086418635630e-01 -3.537101187950e-03 -2.548353317156e-03 3.025564090579e-01
6.481000000001e+00 3.492918181514e-03 3.085942412502e-01 -3.534229645360e-03 -2.546536941022e-03 3.025134746638e-01
6.482000000001e+00 3.489203895566e-03 3.085466336304e-01 -3.531360480763e-03 -2.544721796924e-03 3.024705513527e-01
